From	Entry	Reviewed	Entry Name	Protein names	Organism	Length	Gene Names (primary)
Q9R1P0	Q9R1P0	reviewed	PSA4_MOUSE	Proteasome subunit alpha type-4 (Macropain subunit C9) (Multicatalytic endopeptidase complex subunit C9) (Proteasome component C9) (Proteasome subunit L) (Proteasome subunit alpha-3) (alpha-3)	Mus musculus (Mouse)	261	Psma4
Q9R1R2	Q9R1R2	reviewed	TRIM3_MOUSE	Tripartite motif-containing protein 3 (EC 2.3.2.27) (RING finger protein 22) (RING finger protein HAC1)	Mus musculus (Mouse)	744	Trim3
Q9WTX2	Q9WTX2	reviewed	PRKRA_MOUSE	Interferon-inducible double-stranded RNA-dependent protein kinase activator A (PKR-associated protein X) (PKR-associating protein X) (RAX) (Protein activator of the interferon-induced protein kinase) (Protein kinase, interferon-inducible double-stranded RNA-dependent activator)	Mus musculus (Mouse)	313	Prkra
Q9WVG6	Q9WVG6	reviewed	CARM1_MOUSE	Histone-arginine methyltransferase CARM1 (EC 2.1.1.319) (Coactivator-associated arginine methyltransferase 1) (Protein arginine N-methyltransferase 4)	Mus musculus (Mouse)	608	Carm1
Q9Z0H4	Q9Z0H4	reviewed	CELF2_MOUSE	CUGBP Elav-like family member 2 (CELF-2) (Bruno-like protein 3) (CUG triplet repeat RNA-binding protein 2) (CUG-BP2) (CUG-BP- and ETR-3-like factor 2) (ELAV-type RNA-binding protein 3) (ETR-3) (mETR-3) (Neuroblastoma apoptosis-related RNA-binding protein) (mNapor) (RNA-binding protein BRUNOL-3)	Mus musculus (Mouse)	508	Celf2
Q9Z0R9	Q9Z0R9	reviewed	FADS2_MOUSE	Acyl-CoA 6-desaturase (EC 1.14.19.3) (Delta(6) fatty acid desaturase) (D6D) (Delta(6) desaturase) (Delta-6 desaturase) (Fatty acid desaturase 2)	Mus musculus (Mouse)	444	Fads2
Q9Z108	Q9Z108	reviewed	STAU1_MOUSE	Double-stranded RNA-binding protein Staufen homolog 1	Mus musculus (Mouse)	487	Stau1
Q9Z1D1	Q9Z1D1	reviewed	EIF3G_MOUSE	Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Eukaryotic translation initiation factor 3 subunit 4) (eIF-3-delta) (eIF3 p42) (eIF3 p44)	Mus musculus (Mouse)	320	Eif3g
Q9Z1Q9	Q9Z1Q9	reviewed	SYVC_MOUSE	Valine--tRNA ligase (EC 6.1.1.9) (Protein G7a) (Valyl-tRNA synthetase) (ValRS)	Mus musculus (Mouse)	1263	Vars1
Q9Z1R2	Q9Z1R2	reviewed	BAG6_MOUSE	Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein Scythe)	Mus musculus (Mouse)	1154	Bag6
Q9Z1Z0	Q9Z1Z0	reviewed	USO1_MOUSE	General vesicular transport factor p115 (Protein USO1 homolog) (Transcytosis-associated protein) (TAP) (Vesicle-docking protein)	Mus musculus (Mouse)	959	Uso1
Q9Z1Z2	Q9Z1Z2	reviewed	STRAP_MOUSE	Serine-threonine kinase receptor-associated protein (UNR-interacting protein)	Mus musculus (Mouse)	350	Strap
Q9Z204	Q9Z204	reviewed	HNRPC_MOUSE	Heterogeneous nuclear ribonucleoproteins C1/C2 (hnRNP C1/C2)	Mus musculus (Mouse)	313	Hnrnpc
Q9Z2H5	Q9Z2H5	reviewed	E41L1_MOUSE	Band 4.1-like protein 1 (Erythrocyte membrane protein band 4.1-like 1) (Neuronal protein 4.1) (4.1N)	Mus musculus (Mouse)	879	Epb41l1
Q9Z2Q2	Q9Z2Q2	reviewed	KNOP1_MOUSE	Lysine-rich nucleolar protein 1 (Testis-specific gene 118 protein)	Mus musculus (Mouse)	478	Knop1
Q9Z2X1	Q9Z2X1	reviewed	HNRPF_MOUSE	Heterogeneous nuclear ribonucleoprotein F (hnRNP F) [Cleaved into: Heterogeneous nuclear ribonucleoprotein F, N-terminally processed]	Mus musculus (Mouse)	415	Hnrnpf
